gene_id,SRR10229797,SRR10229798,SRR10229799,SRR10229800,SRR10229801,SRR10229802,SRR10229803,SRR10229804,SRR10229805
gene_276,248,92,223,58,175,78,1202,402,567
gene_277,362,112,324,145,560,148,1083,725,739
gene_278,787,292,784,315,872,269,3913,2558,2870
gene_279,39,2,25,6,41,5,56,48,71
gene_281,91,40,105,70,114,59,680,304,458
gene_282,5712,2532,6068,2676,6576,2268,28549,19015,21150
gene_283,81,44,103,57,130,53,994,541,655
gene_284,704,315,1071,364,2123,687,3518,2593,2977
gene_285,387,151,439,190,349,116,1399,938,940
gene_286,652,252,479,191,472,175,1748,1213,1250
gene_287,66,28,92,45,119,28,574,319,374
gene_288,18591,8518,19639,8229,19351,6859,29877,20826,21882
gene_289,389,174,367,181,427,147,1519,921,929
gene_290,39,17,41,9,31,15,127,42,62
gene_291,932,451,1405,480,1633,653,15844,7944,10615
gene_292,36,23,23,6,6,10,82,94,70
gene_293,1331,556,1329,579,1335,481,7208,4176,4611
gene_294,317,169,215,125,163,86,281,262,224
gene_295,15,0,12,0,15,0,79,27,39
gene_297,363,135,338,155,405,162,1379,683,676
gene_298,69,28,48,28,63,45,274,172,223
gene_300,510,227,799,321,1236,399,2595,1866,2180
gene_302,87,57,170,73,257,74,1430,730,832
gene_303,164,60,159,52,204,94,854,456,431
gene_304,17,9,30,10,34,8,78,68,96
gene_305,48,27,82,27,57,36,283,82,174
gene_306,38409,17974,41674,18546,44425,17394,126147,65585,83365
gene_307,961,435,976,411,905,305,4822,4185,3821
gene_308,929,412,1092,474,1328,453,6457,3564,4631
gene_309,53,8,35,10,60,21,79,48,60
gene_310,5,45,6,3,431,4,17,1472,2
gene_311,61082,26223,79666,32786,65015,21209,440816,301625,307777
gene_312,731,322,859,338,1079,354,4295,2852,3304
gene_313,41,18,57,18,148,42,178,166,137
gene_314,512,190,577,240,755,287,2800,1474,1645
gene_315,23,0,20,0,46,14,115,64,55
gene_316,3,4,19,11,9,0,127,44,65
gene_317,5,6,17,0,0,2,11,12,35
gene_318,57,22,54,12,25,13,154,104,73
gene_319,48,23,53,21,48,11,221,97,120
gene_320,423,159,398,218,428,167,814,479,549
gene_321,470,190,511,157,411,136,2933,2200,2271
gene_322,70,21,47,20,18,4,113,53,83
gene_323,323,116,459,193,721,228,3624,2099,2632
gene_324,3970,1765,4456,1921,4852,1652,25105,15460,19250
gene_325,25,16,48,15,58,18,362,158,183
gene_326,164,69,203,97,292,100,1016,673,731
gene_327,199,114,315,108,262,96,1572,920,1071
gene_328,246,126,362,136,527,189,1567,889,1215
gene_329,328,191,423,171,579,164,3283,2702,2321
gene_331,356,130,409,174,586,227,2657,1290,1785
gene_332,490,226,649,303,859,322,3640,2448,2517
gene_333,738,345,429,171,405,151,1363,862,747
gene_334,59,16,56,8,48,16,190,189,172
gene_335,9,0,0,0,6,1,5,11,0
gene_336,382,187,410,230,536,183,1512,1071,1045
gene_337,1984,935,1854,766,2113,671,8180,5227,5406
gene_338,1950,878,1984,812,2294,732,8516,5426,5537
gene_339,864,375,924,517,1159,377,5272,3332,3724
gene_340,6573,2875,7971,3243,10475,3275,75053,49257,47678
gene_342,1266,599,1244,576,2410,793,4214,2482,2615
gene_343,234,0,353,133,623,250,666,313,432
gene_344,51,32,52,24,94,36,128,101,72
gene_345,522,223,685,291,884,273,3255,2183,2439
gene_346,5,0,0,0,6,4,29,33,36
gene_347,97,49,66,27,71,22,481,306,358
gene_348,415,219,501,193,544,206,3785,2010,2391
gene_349,149,52,133,76,162,74,1607,770,1107
gene_350,1407,687,1596,582,1412,482,23907,13721,14318
gene_351,14091,5657,20441,7999,30805,9817,87636,54486,65621
gene_352,14,0,12,6,9,8,61,20,44
gene_354,6,10,9,0,20,7,228,137,138
gene_355,11,0,24,0,6,9,62,64,69
gene_356,73,36,102,36,121,39,548,305,383
gene_357,967,440,1174,500,1919,683,5066,3064,3511
gene_358,69,29,92,42,107,39,457,289,299
gene_359,1590,810,1278,635,1011,298,3015,2105,2094
gene_360,3455,1674,2945,1202,2451,925,6080,4994,3903
gene_361,271,141,267,113,103,38,886,601,626
gene_362,24,26,26,22,18,13,128,52,58
gene_363,83,52,88,48,72,30,342,216,225
gene_364,1072,504,931,413,547,176,1398,1094,898
gene_365,855,405,924,319,901,315,5496,3705,3909
gene_366,2529,1236,2287,967,1178,421,5811,3509,3995
gene_367,2839,1191,2117,841,1351,399,4238,2805,2746
gene_368,1076,487,1069,359,722,280,3200,2113,2207
gene_369,338,153,409,164,524,173,1497,1556,1085
gene_370,2831,1356,2705,1065,2114,719,8953,5841,6047
gene_371,1002,423,979,350,1003,276,5065,3099,3544
gene_372,4,0,10,0,6,4,18,23,39
gene_374,724,327,1057,446,1267,450,7648,3936,4524
gene_375,262,122,227,72,253,100,1119,525,673
gene_376,4904,2299,5730,2334,5351,1972,27014,16736,19232
gene_377,1755,592,1981,781,3371,1273,6318,3808,3899
gene_378,64,30,121,51,141,39,499,315,385
gene_379,759,329,632,270,542,192,2007,1238,1276
gene_380,169,114,209,76,297,112,1586,925,947
gene_381,1014,465,1212,526,1451,562,5981,3878,4428
gene_383,1528,747,1650,696,1740,659,6391,3229,4704
gene_385,830,385,896,362,1307,449,5271,3470,3781
gene_386,176,76,165,65,139,45,553,324,384
gene_387,156,72,161,90,191,44,733,435,501
gene_388,199,93,233,103,285,66,805,436,557
gene_389,242,115,326,163,621,194,1077,749,753
gene_390,20,9,16,12,9,0,27,26,15
gene_391,2278,1004,2916,1216,5944,2224,10214,6841,7725
gene_392,1544,669,1756,737,1677,535,6957,4048,4808
gene_393,6057,2701,5761,2494,6000,2143,23096,14055,15307
gene_394,1237,493,1370,520,1483,563,9529,5372,6513
gene_395,21,13,27,11,41,21,239,165,146
gene_396,43,10,45,18,98,35,480,292,271
gene_397,2606,1235,3244,1374,5646,2021,12636,11734,8778
gene_398,1011,433,826,341,769,294,3139,1937,2123
gene_399,213,98,166,72,181,42,1052,493,551
gene_400,932,362,1126,457,1358,392,6119,3883,4457
gene_401,35,20,30,5,111,18,429,275,306
gene_402,190,63,187,70,235,74,961,610,580
gene_403,175,80,307,99,399,128,1451,722,1007
gene_404,390,152,302,105,206,68,1046,637,620
gene_405,1226,558,1133,447,1188,443,4490,2991,2759
gene_406,41,10,56,29,33,8,311,253,192
gene_407,54,20,47,12,101,31,411,286,304
gene_408,54,0,31,0,19,7,184,172,121
gene_409,732,381,1120,432,1547,516,4372,2364,2595
gene_410,277,143,301,129,365,101,1662,1015,1185
gene_411,15,15,21,6,52,28,198,68,74
gene_412,1184,489,1303,501,1653,583,4237,2924,3496
gene_414,5162,2181,4666,1832,2688,860,16993,10699,10777
gene_415,8,0,13,6,17,9,97,23,28
gene_416,561,238,562,240,591,239,2627,1660,1782
gene_417,16,0,6,0,15,4,61,60,52
gene_418,1755,706,2150,948,2485,854,10293,6044,7659
gene_419,70,41,40,32,86,9,482,256,272
gene_420,1511,617,1364,560,1957,672,3457,2187,2377
gene_421,410,211,401,167,578,163,2159,1448,1579
gene_422,328,132,329,135,246,118,1145,809,899
gene_423,9084,4119,10985,4828,15227,5314,38083,28221,29625
gene_424,500,229,620,268,1025,294,1881,920,1505
gene_425,341,187,423,159,426,118,1665,993,1158
gene_426,13,0,15,11,4,0,27,35,18
gene_429,31,24,42,36,62,6,47,26,28
gene_432,58,29,65,22,76,30,311,300,286
gene_433,2649,1157,2804,1096,2321,895,17859,10549,12527
gene_434,819,442,1021,421,708,296,3336,2100,2216
gene_435,346,169,462,202,392,182,2035,1101,1389
gene_436,637,236,748,331,1118,382,4456,2759,2761
gene_437,11283,5319,10400,4361,9908,3626,41151,25315,29417
gene_438,137,47,153,55,269,64,901,648,742
gene_439,538,234,521,253,523,122,2699,1723,1976
gene_440,99,26,105,39,91,26,571,372,380
gene_441,3478,1605,2898,1238,2422,817,8444,6399,5804
gene_442,7077,3173,5216,2241,2536,860,6181,4635,3780
gene_443,759,335,873,435,1263,427,3311,2110,2034
gene_444,28870,12839,33742,14356,35965,12066,315206,197392,220530
gene_445,2676,1320,1741,806,808,326,1996,1395,1300
gene_447,41,15,76,36,49,39,403,202,198
gene_448,915,475,680,300,524,207,2488,2059,1619
gene_449,2926,1378,2873,1067,2564,737,16102,10075,10914
gene_450,378,208,394,167,200,52,794,501,466
gene_451,300,154,265,142,237,79,1091,633,689
gene_452,47,48,95,22,69,48,736,432,438
gene_453,4348,1722,5239,2249,4515,1417,32783,20105,22176
gene_454,274,118,252,143,286,106,981,593,704
gene_455,49,44,71,21,117,32,188,131,150
gene_456,665,291,772,333,746,264,2913,1535,1902
gene_457,1790,777,1917,782,1948,638,9107,6167,6522
gene_458,637,277,637,283,706,228,2539,1543,1850
gene_459,2967,1286,3377,1495,4627,1609,12351,7015,7049
gene_460,491,192,377,188,784,221,1789,1185,973
gene_461,1976,874,1879,811,2059,707,7993,4490,5548
gene_462,347,153,419,165,405,124,2366,1550,1742
gene_463,527,261,709,292,889,300,2874,1386,1800
gene_464,48,38,83,36,130,23,387,285,314
gene_465,2981,1359,2189,930,1516,512,5492,3164,3734
gene_467,472,166,509,203,390,116,2520,1784,1809
gene_468,2447,1046,3387,1383,4367,1423,19789,12503,13384
gene_469,74,19,84,50,114,30,567,279,414
gene_472,560,238,614,265,748,164,3089,2025,2357
gene_473,991,361,1280,504,1479,559,4780,2455,3199
gene_474,926,425,1022,479,1340,385,5503,3634,4309
gene_475,4135,1921,4228,1788,5750,1966,9835,7511,6351
gene_476,563,199,567,261,673,245,1503,1852,896
gene_477,114,33,67,39,124,39,573,339,435
gene_478,271,147,358,195,394,132,2445,1463,1430
gene_481,2445,1050,2497,1045,2369,836,9110,5589,6453
gene_482,5164,2392,6453,2791,7391,2554,38458,19615,21443
gene_485,45,19,52,18,23,14,135,78,90
gene_486,1636,678,1898,868,2288,862,9530,5747,6773
gene_487,69,49,98,58,85,25,306,259,245
gene_488,124,69,166,44,204,57,470,293,252
gene_489,14748,6138,20019,8391,26333,8419,145090,85097,104693
gene_490,865,360,974,439,1095,327,4750,2232,3280
gene_491,170,59,176,76,119,22,562,352,375
gene_492,10806,4316,14569,5860,17855,5620,83788,43928,59432
gene_493,683,348,648,299,825,248,1813,1066,1186
gene_494,2440,1027,2819,1131,2925,1057,31351,16500,20562
gene_495,2431,1176,1954,827,784,298,3370,2310,2721
gene_496,5607,2438,4554,1836,4194,1470,12211,7784,8274
gene_497,284,124,269,131,364,94,1389,775,1034
gene_498,4463,2049,4341,1853,3936,1321,24252,13933,18929
gene_499,93,51,85,18,51,27,215,163,147
gene_500,948,349,1073,520,1025,300,5084,2936,3532
gene_501,7361,3262,7640,3207,7362,2621,38722,20785,26183
gene_502,271,72,275,113,358,154,1289,877,815
gene_503,185,76,172,66,131,36,516,500,422
gene_504,4476,2046,3792,1556,3751,1353,9901,7371,7243
gene_505,8,3,15,0,12,2,53,44,30
gene_506,195,101,270,122,259,88,1926,1392,1304
gene_508,2199,982,2983,1195,2913,964,23131,15195,16625
gene_509,677,323,674,293,874,290,2605,1603,1467
gene_510,221,106,210,94,310,107,734,421,479
gene_511,602,338,725,256,871,281,5268,3070,3233
gene_512,187,85,159,71,155,68,1444,918,974
gene_514,29,19,26,14,26,7,122,84,89
gene_515,182,99,401,144,550,166,2076,1437,1710
gene_516,7011,3238,7630,3397,6379,2005,38503,24941,29394
gene_517,222,108,319,119,365,137,1135,815,741
gene_518,842,347,757,330,507,179,2698,1256,1392
gene_519,1653,751,2049,954,2871,1068,5534,4834,4063
gene_520,35,19,39,15,43,17,146,100,120
gene_521,239,75,245,76,210,73,1895,1136,1195
gene_522,2,3,4,8,14,0,21,18,16
gene_524,519,221,518,227,530,144,4058,2911,2831
gene_525,5131,2250,5673,2281,4469,1588,24131,14734,19037
gene_526,41,22,48,9,47,18,186,120,103
gene_527,3033,1363,4216,1755,6085,2101,20852,19194,13677
gene_528,13,9,11,9,6,0,71,42,47
gene_529,57,47,77,26,49,21,225,154,211
gene_530,374,179,479,164,488,191,1546,915,1031
gene_531,105,34,63,35,153,59,488,279,306
gene_532,1058,535,815,355,731,281,2819,1626,1950
gene_533,65,21,81,41,99,29,538,294,326
gene_534,180,107,172,92,140,54,1636,1159,1094
gene_535,2743,1221,2173,959,1509,510,6161,4767,4453
gene_536,1356,668,1529,690,2041,708,4749,2766,2892
gene_537,1547,796,1943,706,1610,544,10153,6732,7078
gene_538,690,281,911,297,1137,479,3719,2310,2909
gene_539,2720,1170,2612,1203,2350,800,28581,16288,18217
gene_540,199,98,231,106,320,123,2373,1315,1389
gene_541,300,110,243,121,201,105,898,709,645
gene_542,524,300,498,239,446,128,2770,1568,1745
gene_543,617,287,466,204,435,139,1161,770,966
gene_544,795,370,777,342,848,285,4099,2615,3049
gene_545,127,33,174,53,145,72,678,511,586
gene_546,1469,605,1447,561,1471,546,5144,4936,3601
gene_547,360,152,255,108,226,75,1985,1561,1342
gene_548,986,415,783,367,516,154,1322,938,913
gene_549,4125,1633,4721,2137,5426,1772,24546,14582,17996
gene_550,22,4,25,8,9,10,34,4,19
gene_551,1767,739,1399,544,1203,412,10075,7352,6687
gene_552,2,5,1,0,19,0,7,12,7
gene_555,580,237,805,319,2047,697,7388,2173,1414
gene_556,3,0,2,0,0,0,15,2,0
gene_557,23,15,39,11,45,7,136,147,124
gene_559,118960,53294,126439,52648,97208,32615,901067,549359,660533
gene_560,16,9,28,10,29,13,235,153,145
gene_561,20,0,27,13,79,23,66,22,62
gene_562,54,12,86,35,77,22,444,219,352
gene_563,168,81,157,79,167,65,990,514,552
gene_564,232,92,298,115,317,107,1125,696,833
gene_565,198,66,249,100,394,124,1794,973,1262
gene_566,149,72,145,21,133,25,1139,607,651
gene_567,999,371,1176,432,1280,488,5981,3984,4021
gene_568,1632,777,1665,636,956,326,3282,1665,2551
gene_569,1084,495,1295,478,1627,507,7584,4675,5290
gene_570,2,7,7,2,0,0,27,13,22
gene_571,1319,657,1305,577,1573,536,4919,2648,3356
gene_572,7,0,7,0,8,6,173,120,75
gene_573,25,34,42,16,40,18,536,218,215
gene_575,5,0,0,3,2,2,0,0,0
gene_576,87,33,65,34,88,33,227,170,133
gene_577,1027,479,1462,565,1907,714,5263,2997,3468
gene_578,739,353,988,365,612,199,3116,1912,2224
gene_579,4,2,5,3,0,2,7,4,0
gene_581,4,11,2,7,17,8,28,11,17
gene_582,4774,1998,6319,2553,7486,2538,25162,16978,19621
gene_583,4119,1884,4765,2025,5959,2044,19918,13155,13172
gene_584,138,58,113,81,176,53,1007,703,773
gene_585,81,26,86,34,97,52,199,96,154
gene_586,238,129,315,128,211,86,742,402,496
gene_587,125,60,141,39,187,37,718,536,501
gene_588,1119,472,1123,450,1050,358,6885,4153,4358
gene_590,72,29,102,45,112,38,538,542,617
gene_591,8,6,0,0,5,0,34,38,10
gene_592,2125,903,2558,995,3660,1295,11937,6715,8548
gene_593,672,332,641,271,691,238,1542,1200,1167
gene_594,17,2,20,12,19,15,121,78,95
gene_595,18,10,6,2,3,4,47,12,17
gene_597,9,6,8,0,21,0,50,40,50
gene_598,235,143,274,81,346,111,640,497,414
gene_599,2576,1061,2469,1053,1708,632,4379,2778,3110
gene_600,8,9,6,0,23,12,96,66,55
gene_601,83,50,90,46,153,58,449,268,340
gene_602,908,368,1267,501,1591,447,7088,4465,5353
gene_603,17,7,38,24,38,13,316,217,201
gene_604,160,60,127,89,256,86,1418,682,863
gene_605,20,13,16,5,16,3,132,71,50
gene_607,102,57,99,37,99,38,157,114,99
gene_609,9,0,9,0,29,15,66,38,57
gene_610,6,10,7,2,8,12,50,35,23
gene_611,2,7,0,0,0,0,16,8,12
gene_613,1304,563,1346,480,1717,542,4210,2571,3008
gene_614,128,73,175,76,201,69,828,596,572
gene_615,271,72,254,100,278,91,1235,739,890
gene_616,1350,612,1020,444,871,356,1676,1480,1192
gene_617,2932,1325,2635,1130,1774,570,5472,3652,4336
gene_619,213,66,294,105,299,120,1613,1080,1145
gene_620,32,10,57,22,74,24,377,197,262
gene_621,3717,1640,4187,1628,4270,1509,16115,10078,10265
gene_622,25,0,33,12,55,9,111,43,56
gene_623,163,96,244,81,87,50,858,543,559
gene_624,1081,487,1022,457,1078,404,4543,2678,2758
gene_625,1119,445,1118,456,1206,400,4151,2484,3022
gene_626,1491,722,1754,741,2748,883,7694,5086,5955
gene_627,260,102,260,139,454,139,1545,857,1189
gene_628,10005,4499,7398,3127,5530,1835,11685,8473,8840
gene_629,12,4,21,12,25,0,62,30,55
gene_630,57,18,83,26,103,34,771,225,270
gene_631,390,199,405,174,443,159,622,622,374
gene_632,94,46,96,55,156,47,386,314,335
gene_633,729,363,1020,472,1381,482,7140,5087,5907
gene_634,250,136,252,92,434,160,1453,1140,1004
gene_635,14,8,16,0,16,0,71,45,58
gene_636,81,59,98,32,69,28,411,226,216
gene_637,97,37,108,34,89,29,526,358,408
gene_638,668,244,845,380,1234,330,4855,2833,3373
gene_639,159,81,193,81,254,104,561,367,365
gene_640,915,441,1100,377,1189,366,2842,1862,1971
gene_641,203,77,268,144,448,137,957,524,819
gene_642,43544,19389,62735,25610,69538,24675,451705,314613,314623
gene_643,3478,1590,2668,1047,1985,722,7418,4677,5149
gene_644,8021,3828,6834,2787,4122,1476,23253,15105,15935
gene_645,54101,24355,74275,31505,92650,30995,407253,290118,263022
gene_646,469,280,413,203,207,55,728,638,550
gene_647,829,338,797,351,984,273,4400,3189,2986
gene_648,1223,605,1419,553,1896,568,6542,4244,4655
gene_649,67,35,115,41,132,38,557,295,407
gene_650,16675,6747,17866,6983,22456,7080,84407,46153,60862
gene_651,8,0,15,0,16,9,110,98,77
gene_652,120,65,62,52,91,28,392,228,275
gene_653,728,318,949,386,1445,446,4407,2199,2907
gene_654,9498,4415,12843,5009,18010,5994,47976,25605,36411
gene_655,11,6,10,7,2,2,6,12,0
gene_656,1613,745,1519,650,1187,396,8637,5153,5973
gene_657,21,3,25,4,7,3,107,52,62
gene_658,9295,3832,11737,4624,14684,4647,64136,38580,45357
gene_659,4941,2307,5163,2071,5981,1971,20414,13941,14837
gene_660,3835,1533,4448,1640,4651,1506,30981,21954,23857
gene_661,1100,521,1246,538,489,169,4377,3125,3229
gene_662,1074,432,1156,415,958,333,3506,2193,2223
gene_663,477,179,431,191,406,141,2255,1637,1411
gene_664,5210,2380,5731,2651,6820,2851,23062,17569,15488
gene_665,36,16,85,29,96,28,222,168,167
gene_667,965,460,800,316,729,220,3488,1978,2520
gene_669,2186,1031,2161,906,1493,481,12170,7081,7201
gene_670,26,13,52,14,43,4,120,106,92
gene_671,763,290,900,304,1269,420,3021,2023,1945
gene_672,6,0,18,0,0,0,31,0,15
gene_673,1351,537,1257,562,1119,338,5053,2843,3728
gene_674,58,23,68,39,53,22,522,389,382
gene_675,24408,10753,36425,14726,35535,12115,317682,219872,220995
gene_676,754,323,848,359,893,355,5403,3240,4109
gene_677,4,0,4,0,36,16,15,5,4
gene_678,6839,2964,6004,2551,5159,1733,28989,19712,21717
gene_679,92,44,108,55,251,98,275,136,205
gene_680,156,56,200,66,213,74,591,326,349
gene_681,875,347,742,351,973,237,3526,2235,2563
gene_682,1256,488,996,481,1482,551,2936,1922,1900
gene_683,6065,2887,5738,2545,5571,1998,354220,200420,215709
gene_684,2,0,0,0,4,0,7,12,5
gene_685,38,11,42,19,71,23,324,201,203
gene_686,139,69,154,77,247,90,771,500,536
gene_687,613,281,520,184,442,207,1297,807,720
gene_688,1,0,2,0,0,1,12,5,11
gene_689,199,72,251,105,365,143,307,0,0
gene_690,1247,504,1913,803,2637,885,8957,5178,6093
gene_691,166,120,199,140,200,57,1195,679,761
gene_692,13238,5920,14671,5942,13140,4075,48863,31008,35171
gene_693,133,32,117,48,135,34,633,419,548
gene_694,5,0,0,0,2,1,27,2,8
gene_695,149,79,162,65,310,110,654,334,400
gene_696,59,19,58,35,68,23,128,114,99
gene_697,338,180,467,232,480,194,2281,1457,1794
gene_698,302,143,373,161,469,142,1361,891,809
gene_699,568,276,547,201,620,179,2485,1549,1654
gene_700,696,357,887,329,944,302,5344,3277,3806
gene_701,338,210,426,173,283,87,2799,1852,1811
gene_702,326,103,345,161,562,144,2322,1142,1486
gene_704,996,384,1293,593,703,242,1023,825,916
gene_705,72,23,79,18,58,35,365,225,232
gene_706,199,94,109,61,47,18,267,167,165
gene_707,2079,1051,2228,930,2694,1036,6496,4520,4330
gene_708,935,434,1178,479,1569,557,5212,3045,3792
gene_709,1680,675,1661,678,1725,585,9431,6077,6625
gene_710,860,382,1238,468,1587,560,6740,3550,4782
gene_711,363,185,535,218,581,191,2529,1660,1640
gene_712,645,330,589,278,586,180,2665,1547,1773
gene_713,1950,841,1954,799,1977,604,7103,4297,4723
gene_714,4480,2018,5946,2506,9350,3167,22945,16528,15745
gene_715,140,69,135,73,213,77,1054,604,586
gene_716,237,90,205,124,311,102,1552,992,999
gene_717,178,61,279,97,344,110,2241,1103,1405
gene_718,216,122,262,95,239,91,815,437,513
gene_719,2068,1040,2285,1107,3054,1033,10499,7471,6801
gene_720,644,230,855,336,1061,372,4606,2815,2919
gene_721,841,424,635,283,536,203,1486,1003,1047
gene_722,206,79,302,97,294,67,992,621,752
gene_723,669,317,918,345,1078,338,6444,3824,5011
gene_724,2177,1095,2759,1139,3836,1319,21428,10806,13912
gene_725,142,55,151,64,140,52,845,615,675
gene_726,80,34,76,27,97,41,110,85,126
gene_727,92,35,94,54,110,20,591,302,360
gene_728,31168,13590,38625,15260,61246,19942,139984,95195,112926
gene_729,9,5,8,0,15,4,54,14,28
gene_730,292,162,476,228,674,268,2375,1336,1594
gene_731,848,394,815,366,1063,359,2212,1811,1434
gene_732,10,4,33,2,28,16,56,26,31
gene_733,86,33,68,34,109,36,285,168,241
gene_734,142,73,171,60,202,84,412,320,291
gene_735,80,14,155,39,159,76,610,361,405
gene_736,95,30,76,41,87,27,661,404,455
gene_738,719,288,925,382,967,319,5539,2986,3541
gene_739,3718,1667,3159,1459,2481,874,7337,4707,5056
gene_740,67,44,95,54,158,32,681,673,480
gene_742,1176,560,1038,470,1069,367,3416,2283,2081
gene_743,6452,2878,4906,2157,5145,1705,19374,13625,12620
gene_744,504,219,540,223,426,128,1687,1147,1152
gene_745,805,300,816,313,821,264,6419,3510,4625
gene_746,1542,797,1610,617,1780,580,5388,3565,4143
gene_747,442,192,275,175,141,60,230,188,130
gene_748,1760,890,1584,788,1532,460,5813,3688,4383
gene_749,367,158,372,206,585,247,2490,1265,1789
gene_750,370,143,532,212,818,292,1981,1119,1558
gene_751,251,118,274,119,237,84,855,565,597
gene_752,262,107,325,144,454,136,2064,1180,1347
gene_753,2051,911,2754,1182,3000,986,11995,7356,9588
gene_754,1,3,12,0,7,10,72,37,24
gene_756,3170,1524,4169,1769,4631,1616,17338,12108,13084
gene_757,1050,513,1010,370,579,207,2450,1892,1884
gene_760,249,109,244,98,240,98,1184,670,817
gene_761,18,8,16,9,6,3,92,34,66
gene_764,3,3,8,2,11,4,39,25,34
gene_767,524,220,669,278,487,171,4238,2451,2595
gene_768,18,12,30,14,17,16,77,41,37
gene_769,345,139,318,136,559,170,1618,1290,1432
gene_770,3,0,3,0,0,0,0,10,4
gene_771,11,10,9,0,10,0,70,16,37
gene_772,5415,2433,4714,1860,2593,943,11571,7563,8005
gene_773,2150,843,2155,929,3462,1218,5625,3651,3908
gene_774,18,7,16,0,12,4,36,53,62
gene_776,1153,487,1391,529,1327,438,6783,4682,5365
gene_778,98,47,40,47,100,32,502,327,306
gene_779,25,11,17,6,10,14,39,12,48
gene_780,3,4,6,1,13,4,30,44,38
gene_781,191,88,320,141,394,137,1195,910,931
gene_782,409,183,515,217,447,172,1774,1114,1249
gene_783,1341,637,1341,605,722,211,1940,1303,1560
gene_784,3807,1772,3552,1653,2335,832,8041,6294,5057
gene_785,1880,799,1559,603,1562,571,6704,4150,4696
gene_786,1128,561,881,348,1121,366,5375,3631,3421
gene_787,392,170,391,144,229,81,995,720,689
gene_788,24,1,36,17,42,15,107,60,91
gene_789,40,16,56,26,74,25,170,74,91
gene_790,14,9,28,4,19,3,86,73,77
gene_791,440,151,398,192,429,89,2771,1534,1899
gene_792,176,99,231,93,272,92,752,454,594
gene_793,203,95,255,103,314,94,1201,709,754
gene_794,2766,1249,3798,1631,5358,1861,13230,9197,9528
gene_795,97,36,111,38,426,112,1745,495,282
gene_796,2702,1319,2875,1141,2601,914,9165,5543,7072
gene_797,1229,549,1087,413,901,312,3085,1610,1968
gene_798,773,275,691,274,695,248,1705,1087,1240
gene_799,1413,585,1645,634,1800,566,5600,3288,3791
gene_800,700,337,851,382,1324,427,3634,2142,2387
gene_801,242,123,311,113,407,154,1284,1004,1032
gene_802,5108,2258,5669,2363,6141,1940,17718,13175,12531
gene_803,13155,5967,12669,5402,14859,5223,60474,41706,40589
gene_804,911,434,981,344,1096,392,4231,2530,2893
gene_805,1265,636,1042,499,901,320,4771,2575,3423
gene_806,5300,2555,5450,2263,5423,2054,24337,15562,17482
gene_807,7,2,14,7,18,5,108,74,88
gene_808,624,290,767,456,1253,438,4874,2627,3073
gene_809,319,119,320,107,419,145,1144,598,828
gene_810,542,222,625,287,890,319,3542,2046,2183
gene_811,98,85,85,29,50,46,349,164,234
gene_812,367,181,252,112,164,64,912,768,519
gene_813,280,119,246,80,415,141,616,521,460
gene_814,1279,542,1485,525,1469,493,8320,5382,5754
gene_815,17,9,21,9,68,31,115,81,57
gene_816,381,198,383,121,275,98,2718,1380,1590
gene_817,137,86,114,60,149,57,633,743,458
gene_818,36,33,42,25,62,24,293,168,161
gene_819,583,248,793,357,1009,348,4308,2167,3250
gene_820,2,0,0,0,0,0,0,9,3
gene_821,31,17,31,14,34,29,353,156,248
gene_822,36,13,15,8,33,10,38,18,13
gene_823,1,0,1,3,10,5,25,8,16
gene_825,1678,631,2225,868,2590,942,13650,10260,8968
gene_826,4,0,7,0,5,3,47,35,31
gene_827,63129,27717,66500,26872,59626,19458,566335,394165,389397
gene_828,109,73,81,33,157,47,452,321,249
gene_829,1512,696,2316,873,2503,786,9044,6035,7081
gene_830,860,331,839,328,1033,325,5590,2640,3625
gene_831,38491,18310,30620,13277,14078,5224,25816,19195,18867
gene_832,866,422,760,298,772,260,4499,3007,2929
gene_833,574,231,697,209,566,172,4855,3713,3095
gene_834,807,372,858,332,926,349,3992,2256,2552
gene_835,2762,1318,2584,1152,2591,938,4931,3551,3659
gene_836,14,0,9,7,10,0,44,41,46
gene_837,298,134,337,120,244,78,1414,812,900
gene_838,778,357,946,340,866,256,4806,2863,3408
gene_839,313,119,277,79,482,131,1894,1215,1402
gene_840,33,15,42,6,81,26,131,90,115
gene_841,5,0,7,7,25,13,23,9,25
gene_843,2433,1107,2044,921,1460,488,6524,3965,4787
gene_844,30,16,31,12,22,13,99,152,58
