gene_id,SRR10229797,SRR10229798,SRR10229799,SRR10229800,SRR10229801,SRR10229802,SRR10229803,SRR10229804,SRR10229805
gene_7553,377,124,436,148,635,199,2735,1310,1853
gene_7554,786,329,1011,335,1185,362,4410,2514,3201
gene_7555,215,99,284,127,301,85,847,626,572
gene_7556,2859,1292,2752,1019,2287,876,11526,7024,8096
gene_7557,345,203,453,132,438,179,1033,708,728
gene_7558,1520,702,1363,481,1078,354,6915,4164,4159
gene_7559,4230,1834,4475,1737,4469,1570,20690,14424,13728
gene_7560,672,249,516,180,435,133,1485,937,1031
gene_7561,1,1,1,1,0,0,1,1,1
gene_7562,71,28,48,30,46,16,78,69,69
gene_7565,44,16,84,25,80,20,285,121,124
gene_7566,241,127,297,149,343,151,1019,687,836
gene_7568,10,0,0,0,0,0,7,0,3
gene_7569,5145,2472,4661,2109,4453,1471,21986,13025,15266
gene_7570,699,333,731,301,879,334,2876,2071,2091
gene_7571,697,299,759,337,1337,431,2253,1218,1430
gene_7572,762,266,930,356,1070,404,4728,3134,3554
gene_7573,543,291,568,213,553,168,2184,1315,1444
gene_7574,3228,1535,3548,1502,4900,1608,21063,12433,14591
gene_7575,2,0,8,0,14,0,91,31,50
gene_7576,1773,866,1833,777,1946,668,6855,4501,4747
gene_7577,379,176,322,158,309,112,772,587,521
gene_7578,3680,1539,5136,2071,6201,2400,23382,13320,14957
gene_7579,50,25,70,14,51,8,643,372,434
gene_7580,2,10,8,0,0,2,52,41,26
gene_7583,35,22,29,25,87,48,359,181,234
gene_7585,12,5,0,0,4,0,27,11,25
gene_7587,92,50,64,45,161,58,606,289,370
gene_7588,78,33,84,27,52,15,136,99,73
gene_7589,2604,1070,3242,1439,4745,1623,12454,7449,8739
gene_7590,327,159,381,156,512,221,1683,972,1135
gene_7591,1076,526,725,330,399,173,870,606,666
gene_7592,160,51,157,70,213,68,1247,651,1012
gene_7593,11,8,10,8,28,6,39,62,17
gene_7594,22,8,22,0,25,10,40,23,30
gene_7595,982,499,802,354,805,251,3924,2357,2507
gene_7596,4148,1869,3363,1548,5609,2155,13282,8626,9175
gene_7597,7637,3539,9344,3710,8793,3314,24606,19569,18070
gene_7598,2490,1100,2843,1081,2832,921,12552,7224,9264
gene_7599,1075,525,1390,499,1550,520,7030,4420,4530
gene_7600,3406,1560,4441,1884,5408,1836,21975,14544,16251
gene_8241,11,19,35,16,88,28,303,122,142
gene_8244,194,76,260,107,228,72,689,285,414
gene_8245,1,0,4,6,7,7,14,7,18
gene_8242,2149,1009,2142,871,2366,778,5737,3928,4090
gene_8243,895,405,685,246,306,79,1144,770,653
gene_8252,51,20,47,25,72,21,129,81,87
gene_8246,109,59,135,59,100,34,275,319,266
gene_8247,434,154,523,192,696,223,3536,2581,2735
gene_8248,174,78,116,53,253,79,1247,799,764
gene_8249,10,16,10,0,37,17,124,124,108
gene_8250,18,0,17,0,54,0,149,46,79
gene_8253,29,14,30,16,64,26,361,199,323
gene_8254,608,320,1014,422,1363,462,5559,2747,3824
gene_8255,255,135,245,78,219,56,565,459,491
gene_8256,1566,725,2042,761,2097,662,9776,6144,7337
gene_8257,69,56,140,49,9,8,229,137,126
gene_8258,7,6,13,4,44,9,93,43,34
gene_8259,18,5,15,13,22,6,111,85,76
gene_8260,89,47,116,23,71,12,153,91,96
gene_8261,5,1,26,5,21,13,56,45,47
gene_8263,27,20,50,19,33,24,245,153,111
gene_8264,47,7,43,12,78,23,411,165,195
gene_8262,1528,685,1824,750,2477,877,11278,5967,7407
gene_8265,495,184,539,243,559,189,2143,1611,1591
gene_8266,77,58,122,58,171,85,1173,705,531
gene_8267,341,173,917,381,1650,544,8755,4258,2957
gene_8269,254,63,250,109,192,59,1601,956,1271
gene_8270,237,98,200,98,288,98,1355,857,1113
gene_8271,303,112,387,145,751,231,4932,1949,2169
gene_8274,6,0,14,5,14,7,263,141,122
gene_8272,18,7,21,0,10,0,24,8,17
gene_8273,71,40,102,56,160,63,2547,900,1201
gene_8275,155,71,144,51,164,90,3231,2137,1487
gene_8276,53,63,49,29,64,13,465,256,219
gene_8277,116,43,104,46,78,18,318,129,162
gene_8278,9,0,4,0,0,0,13,8,14
gene_8283,10,6,0,7,0,0,64,72,35
gene_8279,351,162,328,159,324,99,2071,1257,1387
gene_8284,7,7,15,10,17,11,33,46,31
gene_8286,3,0,10,0,4,4,41,17,21
gene_8288,18,22,44,19,131,51,2316,586,104
gene_8289,410,178,503,173,633,208,4362,2247,2851
gene_8290,115,59,103,51,107,47,227,112,120
gene_8291,4,0,5,0,0,0,35,24,18
gene_8292,36,17,38,15,17,6,142,81,77
gene_8293,100,44,95,47,138,42,702,411,538
gene_8294,0,0,4,0,0,0,10,9,8
gene_8297,0,0,0,0,0,0,7,0,0
gene_8295,717,335,790,288,718,320,5717,3704,4455
gene_8305,2,0,14,0,0,0,25,24,23
gene_8298,404,182,527,187,354,97,3737,2338,2020
gene_8306,29,18,40,20,37,24,179,159,116
gene_8308,9,9,0,0,3,0,42,6,0
gene_8312,2,0,4,0,0,0,5,0,5
gene_8311,780,315,559,222,448,106,3241,2141,2096
gene_8315,0,4,10,0,6,0,24,32,9
gene_8314,508,215,416,165,326,127,3272,2459,1991
gene_8316,99,37,97,47,35,15,400,335,254
gene_8318,9,6,21,10,26,12,114,82,87
gene_8320,9,11,17,6,8,0,40,30,33
gene_8317,652,278,560,244,481,165,2032,1502,1388
gene_8325,3,0,12,4,13,0,88,66,48
gene_8322,0,0,11,7,8,0,90,55,36
gene_8323,241,112,213,96,134,65,2121,1534,1305
gene_8324,70,40,72,29,53,18,794,391,341
gene_8326,62,15,45,13,31,5,167,150,156
gene_8327,25,16,26,17,17,0,110,97,99
gene_8329,63,35,43,22,79,21,390,249,260
gene_8331,0,0,5,2,12,0,27,38,6
gene_8330,39,12,19,14,16,6,249,165,231
gene_8336,4,0,0,6,0,0,28,12,21
gene_8337,42,27,42,23,23,9,88,98,101
gene_8339,29,14,31,28,26,4,206,227,238
gene_8345,16,10,12,8,29,5,68,49,42
gene_8347,0,0,0,0,0,0,13,0,0
gene_8346,1834,674,1927,884,1599,458,12948,7240,8682
gene_8349,3,3,5,0,2,0,7,7,15
gene_8348,639,253,437,235,273,68,1113,828,891
gene_8352,0,0,2,0,0,0,0,2,5
gene_8351,1946,803,2980,1153,5324,1784,8076,5828,5751
gene_8353,498,194,938,348,1368,497,5665,3354,4872
gene_8354,2048,728,2517,938,2598,847,8950,4315,5867
gene_8355,365,176,369,187,481,187,1324,784,875
gene_8356,0,0,0,0,0,0,8,8,0
gene_8361,0,0,0,0,0,0,39,0,14
gene_8362,6,0,0,4,0,0,45,36,24
gene_8368,0,0,4,0,15,0,17,14,0
gene_8369,0,0,0,0,0,0,0,4,0
gene_8359,3535,1563,4293,1690,6375,2165,27896,13975,20566
gene_8370,107,44,140,66,199,43,808,436,433
gene_8371,375,191,229,82,212,78,975,596,666
gene_8372,22,0,0,0,31,10,79,50,42
gene_8373,0,0,0,0,0,0,23,7,7
gene_8374,112,53,194,69,158,56,1542,603,855
gene_8375,25,19,30,12,65,17,160,83,108
gene_8379,257,118,237,139,269,84,1212,688,751
gene_8382,39,18,24,13,41,13,86,95,52
gene_8376,88,52,144,52,144,28,1467,876,1030
gene_8377,2299,1121,3076,1324,3037,1132,18075,13816,13332
gene_8378,575,263,846,338,863,300,5106,2456,2790
gene_8396,0,0,11,4,5,2,15,13,4
gene_8402,0,0,0,0,0,0,42,39,31
gene_8383,4548,2079,5843,2361,6590,2232,39862,24470,28695
gene_8384,185,70,188,84,154,41,777,704,598
gene_8385,3798,1545,5541,2155,7335,2260,27811,17294,22488
gene_8386,14,10,22,20,35,10,97,72,75
gene_8387,430,224,529,257,555,173,2992,2290,2669
gene_8388,96,26,81,42,63,28,238,150,201
gene_8389,196,111,120,82,114,53,600,362,358
gene_8390,950,460,982,422,1173,405,5418,3351,3740
gene_8392,50,17,49,12,40,20,190,187,126
gene_8393,3,0,0,0,0,0,7,3,4
gene_8394,183,72,146,59,128,61,792,534,511
gene_8395,5,0,0,0,4,2,3,0,0
gene_8397,70,33,90,42,154,60,563,460,342
gene_8398,9,0,9,10,3,5,50,37,51
gene_8399,763,270,510,248,586,190,2902,3003,1874
gene_8400,9,4,0,0,2,0,16,14,7
gene_8401,16,6,3,11,8,0,95,59,20
gene_8403,4,6,4,6,17,12,88,73,85
gene_8404,10,3,9,4,12,0,24,8,11
gene_8405,199,78,210,86,136,53,1324,746,921
gene_8406,964,379,983,398,1043,349,6008,3022,4104
gene_8407,120,58,202,79,225,54,637,288,375
gene_8408,5887,2495,6792,2745,7188,2379,22261,13526,16281
gene_8409,171,57,188,68,95,43,1100,597,684
gene_8410,477,175,537,158,502,166,2318,1436,1478
gene_8411,1829,721,2173,906,2226,889,15525,10356,10037
gene_8412,540,245,680,194,1506,594,4096,2654,2504
gene_8413,330,152,264,96,88,32,720,449,430
gene_8414,0,3,3,0,0,0,7,0,0
gene_8415,524,191,602,271,739,191,1680,937,987
gene_8416,13,10,15,8,12,4,48,26,33
gene_8417,99,48,123,47,113,60,599,314,466
gene_8418,16,3,18,0,16,13,88,76,69
gene_7655,0,0,0,0,0,0,17,0,0
gene_7658,0,0,0,0,0,0,0,0,0
gene_7660,0,6,10,5,12,0,61,32,21
gene_7664,0,0,0,0,0,0,12,8,4
gene_7665,0,0,0,0,0,0,0,0,0
gene_7666,0,0,0,0,0,0,5,0,0
gene_7668,0,0,0,0,0,0,10,8,0
gene_7671,0,0,0,0,0,0,0,0,0
gene_7672,0,0,0,0,0,0,0,0,0
gene_7674,0,0,0,0,0,0,0,0,0
gene_7676,0,0,0,0,0,0,5,11,10
gene_7683,0,0,0,0,0,0,0,0,0
gene_7696,0,0,0,0,2,0,0,6,1
gene_7698,0,0,0,0,0,0,0,8,12
gene_7718,0,0,3,0,12,4,30,17,18
gene_7724,0,0,0,0,0,0,0,0,4
gene_7732,0,0,0,0,0,0,0,0,0
gene_7738,0,0,0,0,0,0,0,9,3
gene_7755,0,0,0,0,0,0,9,0,0
gene_7768,0,0,2,0,5,0,4,10,4
gene_7774,0,7,2,1,0,0,10,12,13
gene_7775,0,0,0,0,0,0,5,0,0
gene_7781,0,0,0,0,0,0,12,0,5
gene_7785,0,0,0,0,0,0,0,0,0
gene_7786,0,0,0,0,0,0,0,0,0
gene_7787,0,0,0,0,3,0,4,0,2
gene_7788,0,0,0,0,0,0,18,0,0
gene_7789,0,0,0,0,0,0,0,0,0
gene_7792,0,0,0,0,6,0,13,6,10
gene_7793,0,0,0,0,0,0,0,0,11
gene_7799,0,0,0,0,0,0,5,0,0
gene_7805,0,0,3,0,3,0,7,10,0
gene_7806,0,0,0,0,0,0,0,0,0
gene_7807,0,0,13,7,0,6,16,13,27
gene_7824,0,0,0,1,0,0,0,0,4
gene_7839,0,0,4,0,2,1,25,11,14
gene_7846,0,0,0,0,0,0,0,0,0
gene_7847,0,0,0,0,0,0,0,0,0
gene_7848,0,0,0,0,0,0,4,4,0
gene_7849,0,0,0,0,0,0,0,0,0
gene_7850,0,0,0,0,0,0,21,18,22
gene_7851,0,0,0,0,0,0,0,0,0
gene_7893,0,0,2,0,0,0,27,21,15
gene_7895,0,0,0,0,0,0,6,0,0
gene_7899,0,0,0,0,3,0,14,19,10
gene_7950,0,3,4,1,2,0,17,9,11
gene_7956,0,0,0,0,0,0,0,0,0
gene_7973,0,3,2,0,2,2,4,0,0
gene_7999,0,5,13,0,10,6,21,31,33
gene_8044,0,0,4,2,5,3,26,14,10
gene_8052,0,0,0,0,0,0,0,0,0
gene_8053,0,0,0,0,0,0,11,0,0
gene_8054,0,0,0,4,0,0,18,0,0
gene_8069,0,0,0,0,10,0,3,0,19
gene_8079,0,0,0,0,0,0,7,0,2
gene_8099,0,0,2,0,2,0,15,4,8
gene_8102,0,10,8,10,0,6,80,52,47
gene_8126,0,0,6,0,0,0,6,3,0
gene_8132,0,0,0,0,0,0,11,0,0
gene_8133,0,0,0,0,0,0,0,0,0
gene_8137,0,0,0,0,0,0,0,0,0
gene_8150,0,0,5,0,0,0,0,0,10
gene_8161,0,0,0,0,0,0,0,11,0
gene_8162,0,0,0,0,0,0,0,4,0
gene_8163,0,0,0,0,0,0,0,0,0
gene_8164,0,0,0,0,0,0,0,0,0
gene_8173,0,0,0,0,0,0,0,0,0
gene_8178,0,0,0,0,0,0,41,21,30
gene_8187,0,0,0,0,0,0,4,4,5
gene_8189,0,0,0,0,0,0,7,0,0
gene_8198,0,0,0,0,7,0,19,4,14
gene_8208,0,0,0,0,0,0,8,0,2
gene_8214,0,0,0,0,0,0,0,0,0
gene_8219,0,0,0,3,0,0,0,3,0
gene_8225,0,0,0,0,0,0,0,0,0
gene_8229,0,0,0,0,6,0,24,13,20
gene_8234,0,7,11,0,26,7,131,83,55
gene_8236,0,0,4,0,20,0,22,19,31
gene_7652,490,142,544,210,678,243,2402,1337,1617
gene_7653,16,19,32,16,48,15,289,172,146
gene_7654,1703,784,1564,666,1211,505,2927,1960,1953
gene_7657,27,6,26,12,71,30,282,197,177
gene_7659,5,7,6,3,6,3,93,25,19
gene_7661,51,30,55,40,97,21,1081,563,613
gene_7662,18,10,41,17,30,6,234,79,112
gene_7663,71,27,28,15,37,9,1748,1135,1105
gene_7667,407,141,542,213,587,169,2606,1520,1753
gene_7669,46,12,57,22,145,56,522,277,340
gene_7670,486,207,604,269,1047,288,3021,1753,2372
gene_7673,410,215,277,128,334,100,1813,1185,1102
gene_7675,3,0,19,8,13,0,171,183,145
gene_7677,213,108,265,98,325,121,1542,849,1176
gene_7678,154,38,176,60,134,39,1324,946,971
gene_7679,95,36,92,21,144,52,857,431,394
gene_7680,1450,673,1744,720,2080,753,6334,4317,4071
gene_7681,367,147,477,227,582,152,2553,1311,1526
gene_7682,298,96,299,103,434,123,1676,1031,1068
gene_7684,9,4,16,4,7,4,69,72,64
gene_7685,231,104,354,160,300,79,2713,1852,2200
gene_7686,86,37,98,29,73,44,431,174,267
gene_7687,3867,1595,3699,1528,3002,972,13199,7278,9273
gene_7688,9596,4376,10601,4532,13433,4809,55703,30402,38077
gene_7689,413,227,340,211,346,156,1502,1009,1043
gene_7690,724,318,616,293,966,279,1474,810,1140
gene_7691,10,11,25,4,17,0,67,40,44
gene_7692,2207,961,2529,1022,3226,979,8697,5534,6463
gene_7693,808,371,1022,402,1153,398,6218,4672,4851
gene_7694,434,181,523,193,599,210,2455,1217,1573
gene_7695,37,41,36,21,17,3,1221,800,897
gene_7697,79,29,61,19,83,31,1549,804,747
gene_7699,9,9,4,0,6,2,58,31,21
gene_7702,73,32,102,44,163,64,534,454,541
gene_7703,80,47,99,54,37,10,86,54,51
gene_7704,151,76,190,88,209,79,2291,927,1240
gene_7705,1316,558,1145,520,1100,330,2855,1788,2142
gene_7706,1193,571,1331,527,1367,444,6458,3501,4181
gene_7707,4545,2078,4457,1823,3698,1279,19059,13435,12900
gene_7708,1369,591,1609,685,2277,854,11515,6487,7448
gene_7709,933,433,1423,553,1398,428,11491,8181,7776
gene_7710,387,161,501,202,388,153,2990,1709,1886
gene_7711,414,161,359,127,413,113,2718,1476,1435
gene_7712,11466,5299,9150,3953,8714,3313,23614,17113,17493
gene_7713,1875,865,1390,521,1413,497,5323,3657,3383
gene_7714,613,259,675,268,1073,394,3901,2342,2691
gene_7715,3,3,4,1,16,4,16,4,16
gene_7716,4541,1997,5267,2260,6388,2242,108335,66539,87417
gene_7717,269,125,270,100,319,126,1555,1024,1094
gene_7719,83,38,80,27,104,38,187,151,157
gene_7720,1188,502,1234,479,1201,362,3484,2089,2341
gene_7721,205,74,350,119,399,130,732,413,395
gene_7722,165,105,232,95,173,99,850,555,664
gene_7723,4,0,0,0,9,0,0,7,0
gene_7725,1434,669,1301,523,951,417,3960,2963,2501
gene_7726,846,408,1017,423,1100,350,4233,2369,2888
gene_7727,1261,567,1704,708,2161,857,3215,3510,2338
gene_7728,140,43,143,67,251,69,508,296,248
gene_7729,1181,516,1155,438,1204,411,7302,3972,5135
gene_7730,815,331,866,363,543,161,3245,2232,2180
gene_7731,13,0,23,0,17,5,59,48,55
gene_7733,9,10,11,0,2,4,104,45,44
gene_7734,10960,4947,10479,4505,8531,3089,33830,19801,24716
gene_7735,1155,509,1380,513,1788,538,6666,3883,5033
gene_7736,13,7,21,5,21,6,152,46,80
gene_7737,12,1,11,0,26,15,69,37,53
gene_7739,11021,4752,16470,7260,19046,6243,94141,66877,74677
gene_7740,552,293,475,244,307,125,1500,1106,1085
gene_7741,20,18,18,17,25,6,121,85,92
gene_7742,14,7,5,6,7,6,18,10,10
gene_7743,14,0,23,7,31,0,100,92,47
gene_7745,101496,44219,107210,43586,97620,32280,511704,339169,404059
gene_7746,4523,2137,6890,2931,7922,2736,35233,23443,28363
gene_7747,1130,490,1439,670,1798,617,8557,5449,5730
gene_7748,4690,1966,5063,2113,5230,1657,24468,13794,19057
gene_7749,199,119,205,68,114,35,706,414,464
gene_7750,331,130,339,99,311,105,958,735,713
gene_7751,136,73,170,47,129,55,875,615,620
gene_7752,1366,581,1563,780,2380,873,7154,3891,4778
gene_7753,66,32,74,29,99,40,239,202,214
gene_7754,102,49,104,26,135,40,736,418,603
gene_7756,7,12,40,7,36,16,60,68,50
gene_7757,159,36,126,55,93,29,515,346,433
gene_7758,47,10,50,7,86,16,190,103,182
gene_7759,38,12,36,22,62,9,96,40,70
gene_7760,242,99,256,147,331,111,767,571,704
gene_7761,56,15,49,26,86,15,311,193,251
gene_7762,600,267,506,213,267,104,977,685,693
gene_7763,3118,1301,3213,1423,3997,1280,9541,5625,7353
gene_7764,7,0,5,5,15,6,89,27,26
gene_7765,7,9,4,0,24,5,73,55,60
gene_7766,14,6,6,8,5,9,14,37,33
gene_7767,88,39,191,93,486,138,537,865,1083
gene_7769,4,0,0,0,0,0,0,6,0
gene_7770,149,62,139,46,179,55,548,460,418
gene_7771,227,114,192,40,227,113,806,561,666
gene_7772,10,0,25,11,17,4,126,89,67
gene_7773,15,0,61,23,78,16,307,169,133
gene_7776,12491,5835,9315,4061,6372,2187,41127,29342,26967
gene_7777,22,6,46,40,82,24,254,162,149
gene_7778,208,121,351,130,328,139,2646,1240,1557
gene_7779,265,120,379,166,354,147,1856,894,1012
gene_7780,232,97,308,120,236,82,748,373,415
gene_7782,30,36,72,31,85,37,397,283,134
gene_7783,37,22,67,32,46,32,516,342,360
gene_7784,2,2,30,5,14,15,212,192,120
gene_7790,5,4,4,0,9,0,27,7,20
gene_7791,10,0,3,0,0,0,9,7,0
gene_7794,11,10,6,0,9,4,102,24,17
gene_7795,315,153,328,121,383,126,1468,1150,1082
gene_7796,1066,430,715,296,374,134,963,724,661
gene_7797,106,30,135,60,154,46,493,321,365
gene_7798,6,0,16,8,14,5,77,72,87
gene_7801,48,21,35,21,63,37,205,112,115
gene_7802,37,14,66,21,97,23,257,126,184
gene_7803,5,0,9,0,10,0,80,35,33
gene_7808,81,23,53,25,140,70,76,107,109
gene_7809,18,6,19,18,18,6,90,92,109
gene_7810,423,171,426,189,416,138,1867,1055,1246
gene_7811,1179,534,1249,542,1774,539,5019,3860,3579
gene_7812,608,272,560,212,677,204,2425,1490,1653
gene_7813,318,140,283,151,226,60,768,409,628
gene_7814,187,127,326,155,481,188,3074,1440,1849
gene_7815,118,43,126,27,157,53,771,592,528
gene_7816,37,8,28,9,26,4,107,45,60
gene_7817,4,1,0,0,6,3,6,5,8
gene_7818,166,100,132,61,166,27,863,477,567
gene_7819,398,151,434,123,572,177,1964,1229,1394
gene_7820,8,0,16,0,14,6,56,81,51
gene_7821,189,85,197,120,457,170,1141,1019,976
gene_7822,159,85,224,53,279,90,852,502,674
gene_7823,63,19,29,14,35,7,73,35,42
gene_7825,114,58,181,104,175,71,2012,1152,1073
gene_7826,1120,535,1002,411,785,260,3938,2484,2654
gene_7827,9,14,16,26,94,27,94,65,58
gene_7828,346,188,414,177,444,161,873,473,618
gene_7829,18,3,29,8,29,19,131,92,103
gene_7830,2532,954,3343,1398,3877,1233,14067,6827,9806
gene_7831,21,14,19,3,5,0,13,14,26
gene_7832,42,26,55,24,47,17,119,123,90
gene_7833,29,8,34,10,53,19,172,108,117
gene_7834,20,8,24,6,13,0,26,9,7
gene_7835,279,132,294,156,279,54,1363,774,1013
gene_7836,774,359,903,369,735,283,4422,3284,3113
gene_7837,16,0,12,0,27,0,57,30,25
gene_7840,11,4,12,9,37,14,153,35,90
gene_7841,484,179,699,260,969,353,2685,2179,2860
gene_7842,761,339,793,328,1019,302,3091,2027,2388
gene_7843,123,38,142,52,123,67,741,428,481
gene_7844,24,11,44,22,25,4,186,124,119
gene_7845,1562,708,3241,1301,3925,1190,15106,9688,11289
gene_7852,873,351,539,169,526,188,959,804,599
gene_7853,68,39,102,33,62,17,397,224,260
gene_7854,662,330,540,270,519,167,2497,1986,1691
gene_7855,812,414,847,319,774,254,3949,2887,2671
gene_7856,89,52,96,29,60,20,505,384,352
gene_7857,52,24,80,26,99,14,469,276,288
gene_7858,1099,464,856,322,795,260,1385,979,962
gene_7859,234,92,307,138,400,176,1018,680,661
gene_7860,349,131,346,152,476,176,1126,664,771
gene_7861,21,14,24,4,17,2,58,22,28
gene_7862,86,28,56,21,63,29,679,431,630
gene_7863,1814,826,2492,977,2826,853,20623,13315,15235
gene_7864,56,43,90,37,65,23,598,416,389
gene_7865,363,141,319,141,417,108,1921,1045,1147
gene_7866,13052,6463,9482,4295,6002,2187,13530,9972,9421
gene_7867,1003,492,1040,469,1161,517,3116,2080,1921
gene_7868,860,377,919,324,915,369,4819,2768,3359
gene_7869,147,69,201,81,214,70,1701,1005,1161
gene_7870,273,126,322,127,375,135,1781,1094,1218
gene_7871,44,27,106,23,45,16,466,260,322
gene_7872,11,0,0,0,3,0,10,7,8
gene_7873,111,72,143,53,195,58,1037,617,644
gene_7874,1803,778,1518,626,855,231,5090,3051,3438
gene_7875,118,44,156,66,223,75,644,421,343
gene_7876,178,82,197,60,198,69,2188,1243,1564
gene_7877,2959,1300,2378,1007,2069,679,7070,5250,5081
gene_7878,854,347,1168,518,1123,402,7641,5361,5309
gene_7879,738,345,624,258,518,206,2057,1323,1458
gene_7880,3705,1658,3230,1271,1882,591,11009,7490,7621
gene_7881,6147,2759,3773,1639,2433,802,5062,3683,3266
gene_7882,3314,1541,3020,1311,1856,633,9443,5661,6252
gene_7883,99,75,127,39,100,41,632,412,415
gene_7884,500,252,455,176,216,71,1225,913,853
gene_7885,684,317,790,315,765,218,4489,2828,3189
gene_7886,10,0,10,4,10,10,45,23,24
gene_7887,2767,1121,2771,1105,2407,724,13331,8811,9626
gene_7888,621,283,640,288,640,292,4656,3518,3011
gene_7889,784,352,873,347,888,338,6055,5165,3621
gene_7890,161,127,149,76,166,44,526,269,380
gene_7891,206,109,110,49,178,43,849,739,670
gene_7892,164,70,166,63,130,51,616,305,325
gene_7894,2359,1110,2015,796,1238,442,7255,5191,5026
gene_7896,2328,953,1847,763,1541,431,4552,2538,3211
gene_7897,282,129,329,110,546,238,1015,613,804
gene_7898,460,205,486,145,637,181,2038,1240,1298
gene_7900,6,0,7,9,16,0,76,48,70
gene_7901,16,13,0,6,8,0,33,22,45
gene_7902,20,8,13,9,24,8,227,173,138
gene_7903,46348,21128,37047,15777,21156,7338,79524,58796,56880
gene_7904,2726,1117,3083,1236,3871,1194,17961,11246,12265
gene_7905,139,49,117,59,152,49,1262,690,627
gene_7906,101,59,162,56,122,54,849,537,602
gene_7907,1428,628,1249,479,920,309,5566,3656,4135
gene_7908,11642,5242,10800,4721,7310,2454,61261,39305,45281
gene_7909,2845,1274,3639,1571,4423,1376,33349,21001,24171
gene_7910,2953,1376,2441,1002,2655,866,8377,5625,6174
gene_7911,2028,933,2161,909,3577,1284,8564,5132,5800
gene_7912,296,160,333,203,309,112,1632,1090,1165
gene_7913,2996,1285,2990,1227,3307,1118,13522,9272,8997
gene_7914,1066,449,1339,491,1613,493,5386,3258,3563
gene_7915,2395,1170,2289,972,2968,1142,5948,4036,3908
gene_7916,141,58,201,89,383,166,2448,967,1038
gene_7917,315,134,389,153,502,167,3047,1897,1966
gene_7919,45,27,181,74,212,81,1094,613,734
gene_7920,9,0,5,0,6,0,29,23,19
gene_7921,141,41,136,84,131,30,1096,863,861
gene_7922,727,351,560,300,320,130,877,616,664
gene_7924,63,29,101,29,117,34,609,242,270
gene_7925,8,2,5,2,4,0,19,17,10
gene_7926,91,32,90,29,72,32,490,275,309
gene_7927,155,60,136,83,208,48,559,417,373
gene_7928,340,152,385,158,326,107,3106,1659,2053
gene_7929,26,17,36,11,71,19,224,167,201
gene_7930,9,3,15,0,19,8,175,55,27
gene_7931,1786,838,1586,632,1340,414,5014,3587,3448
gene_7932,438,205,539,192,617,212,1815,1161,1389
gene_7933,299,163,430,176,380,163,1847,1202,1607
gene_7934,242,116,356,202,604,185,2023,998,1241
gene_7935,9237,4360,11174,4540,15562,5736,54497,38448,40334
gene_7936,16,0,9,8,19,7,89,55,49
gene_7937,166,71,235,102,339,92,1461,828,979
gene_7938,29,14,26,16,34,12,129,78,116
gene_7939,137,60,141,72,329,115,1008,488,414
gene_7940,739,347,799,291,1005,375,1556,1291,918
gene_7941,1936,822,2276,832,2062,754,18823,13679,13023
gene_7942,1751,736,1398,582,439,176,1399,776,991
gene_7943,5921,2729,5587,2323,4551,1605,8741,5310,5944
gene_7944,2,3,5,2,0,0,12,11,8
gene_7945,254,109,251,93,267,48,1039,560,710
gene_7946,706,314,599,233,558,170,2128,1267,1551
gene_7947,2112,993,2452,1013,2940,963,17581,9376,12513
gene_7948,7896,3296,9631,3920,10633,3496,53571,30363,39190
gene_7949,1411,596,1467,700,1425,499,6429,4246,5084
gene_7954,45093,18975,49559,19776,60243,19824,285838,162212,204265
gene_7955,423,201,425,179,499,188,2617,1677,1533
gene_7957,583,288,897,396,1207,457,2102,1224,1407
gene_7958,1603,688,2293,902,2830,932,10842,5826,7282
gene_7959,307,80,288,79,330,115,1219,734,710
gene_7960,341,178,384,166,308,131,1370,898,824
gene_7961,1266,576,1223,486,977,357,4231,2436,2576
gene_7962,347,120,396,210,247,78,4178,2161,3141
gene_7963,7938,3350,10834,4495,12491,3896,113358,69388,91663
gene_7965,891,439,613,281,662,291,1136,845,799
gene_7966,2324,1036,2135,923,1913,785,3653,3535,2052
gene_7967,3758,1689,3098,1347,2624,978,4548,3240,3151
gene_7968,762,324,727,345,695,288,1668,1932,1083
gene_7969,967,389,867,328,1000,351,3563,2061,2438
gene_7970,526,223,693,275,772,221,3274,1689,2046
gene_7971,31,21,49,10,29,9,83,36,39
gene_7974,3453,1349,3645,1574,5678,1797,13178,8265,10529
gene_7976,347,179,368,166,336,67,511,307,398
gene_7977,2534,1053,3002,1074,2656,817,15006,9195,10586
gene_7978,808,328,724,355,573,214,3652,2004,2382
gene_7979,613,225,664,193,557,203,2098,1365,1604
gene_7980,1031,463,1416,560,1524,466,12920,8114,9652
gene_7981,1891,843,2443,1049,3083,1117,7403,6056,5524
gene_7982,904,433,1090,486,1197,509,4242,3509,2860
gene_7983,1727,776,1997,871,1248,392,4451,3558,3016
gene_7984,791,363,1137,460,1464,517,6231,3416,4546
gene_7985,710,346,868,351,1654,551,2540,1332,1673
gene_7986,73,30,64,39,93,33,439,227,280
gene_7987,1275,543,1321,509,1772,558,6194,3651,4418
gene_7988,326,191,312,94,368,115,1164,772,722
gene_7989,318,184,374,148,554,153,2039,1091,1599
gene_7990,840,393,842,346,410,131,2216,1587,1525
gene_7991,484,239,518,214,428,150,1741,899,1292
gene_7992,6,6,0,0,3,0,39,6,8
gene_7993,984,420,1638,687,2555,851,6559,5489,5998
gene_7994,39,12,54,35,36,9,311,213,303
gene_7995,2,3,2,0,7,1,21,15,11
